site_id,location_name,city_name,latitude,longitude,district_code,district_name,state_code,state_name,ncap_city_flag
site_5238,"Ballygunge, Kolkata - WBPCB",Kolkata,22.5367507,88.3638022,IN-342,Kolkata,IN-WB,West Bengal,1
site_5247,"T T Nagar, Bhopal - MPPCB",Bhopal,23.233584,77.400574,IN-444,Bhopal,IN-MP,Madhya Pradesh,1
site_5248,"Chhoti Gwaltoli, Indore - MPPCB",Indore,22.431,75.5213,IN-438,Dhar,IN-MP,Madhya Pradesh,1
site_5249,"Marhatal, Jabalpur - MPPCB",Jabalpur,23.168606,79.932247,IN-451,Jabalpur,IN-MP,Madhya Pradesh,1
site_5250,"Gole Bazar, Katni - MPPCB",Katni,23.50016,80.23284,IN-450,Katni,IN-MP,Madhya Pradesh,0
site_5254,"Collector Office, Yadgir - KSPCB",Yadgir,16.7602,77.1428,IN-580,Yadgir,IN-KA,Karnataka,0
site_5255,"Vijay Nagar, Ramanagara - KSPCB",Ramanagara,12.733409,77.298051,IN-584,Ramanagara,IN-KA,Karnataka,0
site_5257,"Pallavpuram Phase 2, Meerut - UPPCB",Meerut - NCR,29.06351,77.709723,IN-138,Meerut,IN-UP,Uttar Pradesh,1
site_5258,"Ganga Nagar, Meerut - UPPCB",Meerut - NCR,28.999264,77.7590354,IN-138,Meerut,IN-UP,Uttar Pradesh,1
site_5261,"Muradpur, Patna - BSPCB",Patna,25.619651,85.147382,IN-230,Patna,IN-BR,Bihar,1
site_5262,"Rajbansi Nagar, Patna - BSPCB",Patna,25.599486,85.113666,IN-230,Patna,IN-BR,Bihar,1
site_5263,"Samanpura, Patna - BSPCB",Patna,25.596727,85.085624,IN-230,Patna,IN-BR,Bihar,1
site_5264,"Vidayagiri, Bagalkot - KSPCB",Bagalkot,16.172806,75.659694,IN-556,Bagalkot,IN-KA,Karnataka,0
site_5265,"Kalyana Nagara, Chikkamagaluru - KSPCB",Chikkamagaluru,13.328028,75.797056,IN-570,Chikmagalur,IN-KA,Karnataka,0
site_5266,"Vinoba Nagara, Shivamogga - KSPCB",Shivamogga,13.94,75.555917,IN-568,Shimoga,IN-KA,Karnataka,0
site_5267,"Ibrahimpur, Vijayapura - KSPCB",Vijayapura,16.802639,75.722694,IN-557,Bijapur,IN-KA,Karnataka,0
site_5269,"Deen Dayal Nagar, Sagar - MPPCB",Sagar,23.8640158,78.80289321,IN-427,Sagar,IN-MP,Madhya Pradesh,1
site_5270,"Vyttila, Kochi - Kerala PCB",Kochi,9.969447,76.321186,IN-595,Ernakulam,IN-KL,Kerala,0
site_5271,"Palayam, Kozhikode - Kerala PCB",Kozhikode,11.249077,75.784371,IN-591,Kozhikode,IN-KL,Kerala,0
site_5272,"Kacheripady, Ernakulam - Kerala PCB",Ernakulam,9.985653,76.281342,IN-595,Ernakulam,IN-KL,Kerala,0
site_5273,"City Center, Gwalior - MPPCB",Gwalior,26.203442,78.193251,IN-421,Gwalior,IN-MP,Madhya Pradesh,1
site_5274,"GIDC, Nandesari - Nandesari Ind. Association",Nandesari,22.410802,73.097923,IN-486,Vadodara,IN-GJ,Gujarat,0
site_5275,"Phool Bagh, Gwalior - Mondelez Ind. Food",Gwalior,26.210536,78.171,IN-421,Gwalior,IN-MP,Madhya Pradesh,1
site_5276,"Thavakkara, Kannur - Kerala PCB",Kannur,11.875,75.3732,IN-589,Kannur,IN-KL,Kerala,0
site_5331,"Kariavattom, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,8.5637,76.8865,IN-601,Thiruvananthapuram,IN-KL,Kerala,0
site_5334,"Polayathode, Kollam - Kerala PCB",Kollam,8.8787,76.6073,IN-600,Kollam,IN-KL,Kerala,0
site_5335,"Govt. High School Shikarpur, Patna - BSPCB",Patna,25.592539,85.227158,IN-230,Patna,IN-BR,Bihar,1
site_5336,"DRM Office Danapur, Patna - BSPCB",Patna,25.586562,85.043586,IN-230,Patna,IN-BR,Bihar,1
site_5337,"Industrial Area, Hajipur - BSPCB",Hajipur,25.697189,85.2459,IN-220,Vaishali,IN-BR,Bihar,0
site_5338,"SFTI Kusdihra, Gaya - BSPCB",Gaya,24.762518,84.982348,IN-236,Gaya,IN-BR,Bihar,1
site_5339,"Mini Secretariat, Charkhi Dadri - HSPCB",Charkhi Dadri - NCR,28.593883,76.270653,IN-81,Bhiwani,IN-HR,Haryana,0
site_5340,"New Industrial Town, Faridabad - HSPCB",Faridabad - NCR,28.39072,77.30059,IN-88,Faridabad,IN-HR,Haryana,1
site_5341,"Sector 30, Faridabad - HSPCB",Faridabad - NCR,28.4417,77.3217,IN-88,Faridabad,IN-HR,Haryana,1
site_5342,"Sector 11, Faridabad - HSPCB",Faridabad - NCR,28.376058,77.315741,IN-88,Faridabad,IN-HR,Haryana,1
site_5344,"Teri Gram, Gurugram - HSPCB",Gurugram - NCR,28.4275,77.1465,IN-86,Gurgaon,IN-HR,Haryana,0
site_5345,"Sector-51, Gurugram - HSPCB",Gurugram - NCR,28.4227,77.0667,IN-86,Gurgaon,IN-HR,Haryana,0
site_5346,"Sikulpuikawn, Aizawl - Mizoram PCB",Aizwal,23.7176342,92.7192841,IN-283,Aizawl,IN-MZ,Mizoram,0
site_5361,"Arumbakkam, Chennai - TNPCB",Chennai,13.0664,80.2112,IN-602,Thiruvallur,IN-TN,Tamil Nadu,1
site_5362,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",Gummidipoondi,13.4127,80.1081,IN-602,Thiruvallur,IN-TN,Tamil Nadu,0
site_5363,"Perungudi, Chennai - TNPCB",Chennai,12.9533,80.2357,IN-604,Kancheepuram,IN-TN,Tamil Nadu,1
site_5364,"Royapuram, Chennai - TNPCB",Chennai,13.1036,80.2909,IN-603,Chennai,IN-TN,Tamil Nadu,1
site_5365,"Kodungaiyur, Chennai - TNPCB",Chennai,13.1278,80.2642,IN-602,Thiruvallur,IN-TN,Tamil Nadu,1
site_5367,"Meelavittan, Thoothukudi - TNPCB",Thoothukudi,8.816428,78.099039,IN-627,Thoothukkudi,IN-TN,Tamil Nadu,1
site_5370,"Buddha Colony, Muzaffarpur - BSPCB",Muzaffarpur,26.11442,85.39813,IN-216,Muzaffarpur,IN-BR,Bihar,1
site_5375,"PWD Juction, Kohima - NPCB",Kohima,25.6635413,94.0989878,IN-270,Kohima,IN-NL,Nagaland,1
site_5377,"Kunjaban, Agartala - Tripura SPCB",Agartala,23.8628276,91.2887362,IN-289,West Tripura,IN-TR,Tripura,0
site_5390,"Corporation Ground, Thrissur- Kerala PCB",Thrissur,10.522198,76.24085,IN-594,Thrissur,IN-KL,Kerala,0
site_5391,"Stuart Hill, Madikeri - KSPCB",Madikeri,12.415911,75.73505,IN-576,Kodagu,IN-KA,Karnataka,0
site_5392,"Bandra Kurla Complex, Mumbai - IITM",Mumbai,19.0627,72.84614,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5393,"Chandni Chowk, Delhi - IITM",Delhi,28.656756,77.227234,IN-91,North Delhi,IN-DL,Delhi,1
site_5394,"Mazgaon, Mumbai - IITM",Mumbai,18.96702,72.84214,IN-519,Mumbai,IN-MH,Maharashtra,1
site_5395,"Lodhi Road, Delhi - IITM",Delhi,28.588333,77.221667,IN-98,South Delhi,IN-DL,Delhi,1
site_5396,"Deonar, Mumbai - IITM",Mumbai,19.04946,72.923,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5397,"Khindipada-Bhandup West, Mumbai - IITM",Mumbai,19.164394,72.928297,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5398,"Navy Nagar-Colaba, Mumbai - IITM",Mumbai,18.897756,72.81332,IN-519,Mumbai,IN-MH,Maharashtra,1
site_5399,"Chakala-Andheri East, Mumbai - IITM",Mumbai,19.11074,72.86084,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5400,"Borivali East, Mumbai - IITM",Mumbai,19.23241,72.86895,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5401,"Sector-19A Nerul, Navi Mumbai - IITM",Navi Mumbai,19.044,73.0325,IN-517,Thane,IN-MH,Maharashtra,1
site_5402,"Malad West, Mumbai - IITM",Mumbai,19.19709,72.82204,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5403,"Siddharth Nagar-Worli, Mumbai - IITM",Mumbai,19.000083,72.813993,IN-519,Mumbai,IN-MH,Maharashtra,1
site_5404,"Mhada Colony, Pune - IITM",Pune,18.57304,73.927715,IN-521,Pune,IN-MH,Maharashtra,1
site_5405,"Alandi, Pune - IITM",Pune,18.675076,73.892743,IN-521,Pune,IN-MH,Maharashtra,1
site_5406,"Bhosari, Pune - IITM",Pune,18.640051,73.848956,IN-521,Pune,IN-MH,Maharashtra,1
site_5407,"Hadapsar, Pune - IITM",Pune,18.501793,73.927532,IN-521,Pune,IN-MH,Maharashtra,1
site_5408,"Transport Nagar-Nigdi, Pune - IITM",Pune,18.664282,73.763966,IN-521,Pune,IN-MH,Maharashtra,1
site_5409,"Revenue Colony-Shivajinagar, Pune - IITM",Pune,18.530085,73.849598,IN-521,Pune,IN-MH,Maharashtra,1
site_5410,"MIT-Kothrud, Pune - IITM",Pune,18.517754,73.8214883,IN-521,Pune,IN-MH,Maharashtra,1
site_5412,"Kandivali East, Mumbai - MPCB",Mumbai,19.2058,72.8682,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5413,"Mulund West, Mumbai - MPCB",Mumbai,19.175,72.9419,IN-518,Mumbai Suburban,IN-MH,Maharashtra,1
site_5414,"Haji Colony, Raichur - KSPCB",Raichur,16.208139,77.348417,IN-559,Raichur,IN-KA,Karnataka,0
site_5415,"Diwator Nagar, Koppal - KSPCB",Koppal,15.34763,76.181767,IN-560,Koppal,IN-KA,Karnataka,0
site_5416,"IITK, Kanpur - IITK",Kanpur,26.511739,80.235136,IN-164,Kanpur Nagar,IN-UP,Uttar Pradesh,1
site_5417,"Pan Bazaar, Guwahati - APCB",Guwahati,26.1875,91.744194,IN-322,Kamrup Metropolitan,IN-AS,Assam,1
site_5418,"Naubad, Bidar - KSPCB",Bidar,17.930306,77.482194,IN-558,Bidar,IN-KA,Karnataka,0
site_5419,"Panchal Nagar, Gadag - KSPCB",Gadag,15.411456,75.638133,IN-561,Gadag,IN-KA,Karnataka,0
site_5420,"Ashwini Nagar, Haveri - KSPCB",Haveri,14.7918,75.3896,IN-564,Haveri,IN-KA,Karnataka,0
site_5421,"Kadri, Mangalore - KSPCB",Mangalore,12.88925,74.853,IN-575,Dakshina Kannada,IN-KA,Karnataka,0
site_5422,"Devaraj Urs Badavane, Davanagere - KSPCB",Davanagere,14.4758,75.9052,IN-567,Davanagere,IN-KA,Karnataka,1
site_5423,"Jawahar Nagar, Puducherry - PPCC",Puducherry,11.9309,79.8027,IN-635,Puducherry,IN-PY,Puducherry,0
site_5424,"Rajbagh, Srinagar - JKSPCB",Srinagar,34.06621,74.81982,IN-10,Srinagar,IN-JK,Jammu and Kashmir,1
site_5432,"Ramteerth Nagar, Belgaum - KSPCB",Belagavi,15.888653,74.541751,IN-555,Belgaum,IN-KA,Karnataka,0
site_5433,"Brahmagiri, Udupi - KSPCB",Udupi,13.34194,74.74694,IN-569,Udupi,IN-KA,Karnataka,0
site_5446,"Naharlagun, Naharlagun - APSPCB",Itanagar,27.103358,93.679645,IN-248,Papum Pare,IN-AR,Arunachal Pradesh,0
site_5448,"B.Katihalli, Hassan - KSPCB",Hassan,13.008556,76.125258,IN-574,Hassan,IN-KA,Karnataka,0
site_5449,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",Ahmedabad,23.04307,72.562968000000012,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5450,"Gyaspur, Ahmedabad - IITM",Ahmedabad,22.977134,72.553024,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5451,"Rakhial, Ahmedabad - IITM",Ahmedabad,23.016834,72.625775,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5452,"Raikhad, Ahmedabad - IITM",Ahmedabad,23.020509,72.579261,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5453,"Chandkheda, Ahmedabad - IITM",Ahmedabad,23.107969,72.574648,IN-473,Gandhinagar,IN-GJ,Gujarat,1
site_5454,"SAC ISRO Bopal, Ahmedabad - IITM",Ahmedabad,23.041137,72.456691,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5455,"SAC ISRO Satellite, Ahmedabad - IITM",Ahmedabad,23.023389,72.515201,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5456,"SVPI Airport Hansol, Ahmedabad - IITM",Ahmedabad,23.076793,72.627874,IN-474,Ahmadabad,IN-GJ,Gujarat,1
site_5457,"IIPHG Lekawada, Gandhinagar - IITM",Gandhinagar,23.243639,72.68994,IN-473,Gandhinagar,IN-GJ,Gujarat,0
site_5458,"GIFT City, Gandhinagar - IITM",Gandhinagar,23.163798,72.677768,IN-473,Gandhinagar,IN-GJ,Gujarat,0
site_5459,"Motilal Nehru NIT, Prayagraj - UPPCB",Allahabad,25.494,81.863,IN-175,Allahabad,IN-UP,Uttar Pradesh,1
site_5460,"B R Ambedkar University, Lucknow - UPPCB",Lucknow,26.766433000000003,80.927299,IN-157,Lucknow,IN-UP,Uttar Pradesh,1
site_5461,"Jhunsi, Prayagraj - UPPCB",Allahabad,25.425601999999998,81.917152,IN-175,Allahabad,IN-UP,Uttar Pradesh,1
site_5462,"Kukrail Picnic Spot-1, Lucknow - UPPCB",Lucknow,26.90723,80.985790000000009,IN-157,Lucknow,IN-UP,Uttar Pradesh,1
site_5463,"Shastripuram, Agra - UPPCB",Agra,27.198620000000002,77.92066,IN-146,Agra,IN-UP,Uttar Pradesh,1
site_5464,"Manoharpur, Agra - UPPCB",Agra,27.237109999999998,78.019359999999992,IN-146,Agra,IN-UP,Uttar Pradesh,1
site_5465,"Sector-3B Avas Vikas Colony, Agra - UPPCB",Agra,27.19412,77.962369999999993,IN-146,Agra,IN-UP,Uttar Pradesh,1
site_5468,"IESD Banaras Hindu University, Varanasi - UPPCB",Varanasi,25.262326,82.995408,IN-197,Varanasi,IN-UP,Uttar Pradesh,1
site_5469,"Bhelupur, Varanasi - UPPCB",Varanasi,25.301778,82.996789,IN-197,Varanasi,IN-UP,Uttar Pradesh,1
site_5472,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",Gorakhpur,26.730136,83.433859,IN-188,Gorakhpur,IN-UP,Uttar Pradesh,1
site_5474,"NSI Kalyanpur, Kanpur - UPPCB",Kanpur,26.509953999999997,80.249612,IN-164,Kanpur Nagar,IN-UP,Uttar Pradesh,1
site_5475,"Maldahiya, Varanasi - UPPCB",Varanasi,25.323929999999997,82.99687,IN-197,Varanasi,IN-UP,Uttar Pradesh,1
site_5476,"Kamalnath Nagar, Bettiah - BSPCB",Bettiah,26.80365,84.51954,IN-203,Pashchim Champaran,IN-BR,Bihar,0
site_5477,"Town Hall - Lal Bagh, Darbhanga - BSPCB",Darbhanga,26.15146,85.893419999999992,IN-215,Darbhanga,IN-BR,Bihar,0
site_5478,"Gandak Colony, Motihari - BSPCB",Motihari,26.63086,84.90051,IN-204,Purba Champaran,IN-BR,Bihar,0
site_5479,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",Muzaffarpur,26.1403345,85.3650192,IN-216,Muzaffarpur,IN-BR,Bihar,1
site_5480,"Nagla Bhau, Firozabad - UPPCB",Firozabad,27.168896999999998,78.37696,IN-147,Firozabad,IN-UP,Uttar Pradesh,1
site_5481,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,25.204762,85.51496,IN-229,Nalanda,IN-BR,Bihar,0
site_5482,"Rohta, Agra - UPPCB",Agra,27.106972,78.000111,IN-146,Agra,IN-UP,Uttar Pradesh,1
site_5483,"Omex Eternity, Vrindavan - UPPCB",Mathura,27.571409000000003,77.655757,IN-145,Mathura,IN-UP,Uttar Pradesh,0
site_5484,"Nagar Nigam, Prayagraj - UPPCB",Allahabad,25.44919916,81.82735986,IN-175,Allahabad,IN-UP,Uttar Pradesh,1
site_5485,"Dada Peer, Sasaram - BSPCB",Sasaram,24.952822,84.00239599999999,IN-234,Rohtas,IN-BR,Bihar,0
site_5489,"Dangi Tola, Rajgir - BSPCB",Rajgir,25.0328,85.419480000000007,IN-229,Nalanda,IN-BR,Bihar,0
site_5490,"Town Hall, Munger - BSPCB",Munger,25.376776,86.471523,IN-226,Munger,IN-BR,Bihar,0
site_5491,"Sector 22, Chandigarh - CPCC",Chandigarh,30.735567,76.775714000000008,IN-55,Chandigarh,IN-CH,Chandigarh,1
site_5500,"FTI Kidwai Nagar, Kanpur - UPPCB",Kanpur,26.428282,80.327067,IN-164,Kanpur Nagar,IN-UP,Uttar Pradesh,1
site_5501,"Dharmapuri, Agra - UPPCB",Agra,27.169338,78.03582,IN-146,Agra,IN-UP,Uttar Pradesh,1
site_5503,"Mangala, Bilaspur - CECB",Bilaspur,22.08815,82.13736999999999,IN-406,Bilaspur,IN-CT,Chhattisgarh,0
site_5536,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,21.185571,81.343175,IN-409,Durg,IN-CT,Chhattisgarh,1
site_5537,"Employment Office, Moradabad - UPPCB",Moradabad,28.885279999999998,78.7388,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5538,"New DM Office, Arrah - BSPCB",Arrah,25.5626095,84.663264,IN-231,Bhojpur,IN-BR,Bihar,0
site_5539,"Kharahiya Basti, Araria - BSPCB",Araria,26.146529,87.454184,IN-209,Araria,IN-BR,Bihar,0
site_5540,"DRCC Anandpur, Begusarai - BSPCB",Begusarai,25.444266,86.140169,IN-222,Begusarai,IN-BR,Bihar,0
site_5541,"Mayaganj, Bhagalpur - BSPCB",Bhagalpur,25.265194,87.012947,IN-224,Bhagalpur,IN-BR,Bihar,0
site_5542,"Central Jail, Buxar - BSPCB",Buxar,25.555605,83.950942,IN-232,Buxar,IN-BR,Bihar,0
site_5543,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,25.251013,86.989001,IN-224,Bhagalpur,IN-BR,Bihar,0
site_5544,"Gurdeo Nagar, Aurangabad - BSPCB",Aurangabad - Bihar,24.757460000000002,84.366208,IN-235,Aurangabad,IN-BR,Bihar,0
site_5545,"Darshan Nagar, Chhapra - BSPCB",Chhapra,25.780825699999998,84.7446768,IN-219,Saran (chhapra),IN-BR,Bihar,0
site_5546,"Mirchaibari, Katihar - BSPCB",Katihar,25.560083,87.553265,IN-212,Katihar,IN-BR,Bihar,0
site_5547,"SDM Office_Khagra, Kishanganj - BSPCB",Kishanganj,26.0881305,87.93840336,IN-210,Kishanganj,IN-BR,Bihar,0
site_5548,"Kareemganj, Gaya - BSPCB",Gaya,24.792403,84.992416,IN-236,Gaya,IN-BR,Bihar,1
site_5549,"Mariam Nagar, Purnia - BSPCB",Purnia,25.765657,87.466829,IN-211,Purnia,IN-BR,Bihar,0
site_5550,"Forest Rest House, Manguraha - BSPCB",Manguraha,27.307773,84.529114,IN-203,Pashchim Champaran,IN-BR,Bihar,0
site_5551,"Police Line, Saharsa - BSPCB",Saharsa,25.892357,86.590325,IN-214,Saharsa,IN-BR,Bihar,0
site_5552,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,25.859655,85.779440000000008,IN-221,Samastipur,IN-BR,Bihar,0
site_5553,"Chitragupta Nagar, Siwan - BSPCB",Siwan,26.2271665,84.357042700000008,IN-218,Siwan,IN-BR,Bihar,0
site_5554,"Buddhi Vihar, Moradabad - UPPCB",Moradabad,28.835259999999998,78.7446,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5555,"Jigar Colony, Moradabad - UPPCB",Moradabad,28.856664000000002,78.772638,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5556,"Eco Herbal Park, Moradabad - UPPCB",Moradabad,28.840739000000003,78.697531000000012,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5582,"Sector-53, Chandigarh - CPCC",Chandigarh,30.719859000000003,76.738637,IN-55,Chandigarh,IN-CH,Chandigarh,1
site_5583,"Shivaji Nagar, Jhansi - UPPCB",Jhansi,25.4547,78.6039,IN-166,Jhansi,IN-UP,Uttar Pradesh,1
site_5584,"Vibhab Nagar, Firozabad - UPPCB",Firozabad,27.1594,78.3953,IN-147,Firozabad,IN-UP,Uttar Pradesh,1
site_5585,"Sardar Patel Inter College, Baghpat - UPPCB",Baghpat - NCR,28.964949,77.278761,IN-139,Baghpat,IN-UP,Uttar Pradesh,0
site_5586,"HIMUDA Complex Phase-1, Baddi - HPPCB",Baddi,30.943887,76.801991,IN-31,Solan,IN-HP,Himachal Pradesh,1
site_5587,"Bardowali, Agartala - Tripura SPCB",Agartala,23.8175497,91.2726974,IN-289,West Tripura,IN-TR,Tripura,0
site_5590,"Zero Point GICI, Gangtok - SSPCB",Gangtok,27.33853,88.614099,IN-244,East,IN-SK,Sikkim,0
site_5591,"Manipur University, Imphal - Manipur PCB",Imphal,24.752423899999997,93.9286218,IN-278,Imphal East,IN-MN,Manipur,0
site_5592,"DM College of Science, Imphal - Manipur PCB",Imphal,24.8207389,93.9423085,IN-278,Imphal East,IN-MN,Manipur,0
site_5593,"JN Stadium, Shillong - Meghalaya PCB",Shillong,25.5803419,91.8942571,IN-298,East Khasi Hills,IN-ML,Meghalaya,0
site_5594,"Doon University, Dehradun - UKPCB",Dehradun,30.269444,78.044167,IN-60,Dehradun,IN-UT,Uttarakhand,1
site_5595,"New Malakpet, Hyderabad - TSPCB",Hyderabad,17.37206,78.50864,IN-536,Hyderabad,IN-TG,Telangana,1
site_5596,"ECIL Kapra, Hyderabad - TSPCB",Hyderabad,17.470431,78.566959,IN-537,Rangareddy,IN-TG,Telangana,1
site_5597,"IITH Kandi, Hyderabad - TSPCB",Hyderabad,17.585704999999997,78.126199,IN-535,Medak,IN-TG,Telangana,1
site_5598,"Somajiguda, Hyderabad - TSPCB",Hyderabad,17.417094,78.457437,IN-536,Hyderabad,IN-TG,Telangana,1
site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",Hyderabad,17.544898999999997,78.486949,IN-537,Rangareddy,IN-TG,Telangana,1
site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",Hyderabad,17.429398,78.569354,IN-537,Rangareddy,IN-TG,Telangana,1
site_5601,"Rajendra Nagar, Bareilly - UPPCB",Bareily,28.38910936,79.42963708,IN-150,Bareilly,IN-UP,Uttar Pradesh,1
site_5602,"Ramachandrapuram, Hyderabad - TSPCB",Hyderabad,17.528544,78.286194999999992,IN-535,Medak,IN-TG,Telangana,1
site_5603,"Kalindi Kunj, Khurja - UPPCB",Khurja,28.234892699999996,77.8683002,IN-142,Bulandshahr,IN-UP,Uttar Pradesh,1
site_5604,"Kokapet, Hyderabad - TSPCB",Hyderabad,17.393559,78.339193999999992,IN-537,Rangareddy,IN-TG,Telangana,1
site_5605,"Crescent University, Chengalpattu - TNPCB",Chennai,12.877731599999999,80.08348070000001,IN-604,Kancheepuram,IN-TN,Tamil Nadu,1
site_5606,"Keelapalur, Ariyalur - TNPCB",Ariyalur,11.06825,79.07033,IN-616,Ariyalur,IN-TN,Tamil Nadu,0
site_5607,"Kumaran College, Tirupur - TNPCB",Tiruppur,11.0973603,77.3228673,IN-633,Tiruppur,IN-TN,Tamil Nadu,0
site_5608,"Mendonsa Colony, Dindigul - TNPCB",Dindigul,10.358535,77.984321,IN-612,Dindigul,IN-TN,Tamil Nadu,0
site_5609,"Municipal Corporation Office, Tirunelveli - TNPCB",Tirunelveli,8.728442,77.6962,IN-628,Tirunelveli,IN-TN,Tamil Nadu,0
site_5610,"Parisutham Nagar, Thanjavur - TNPCB",Thanjavur,10.7654824,79.1389968,IN-620,Thanjavur,IN-TN,Tamil Nadu,0
site_5611,"Semmandalam, Cuddalore - TNPCB",Cuddalore,11.7637683,79.7499835,IN-617,Cuddalore,IN-TN,Tamil Nadu,0
site_5612,"SIPCOT Phase-1, Hosur - TNPCB",Hosur,12.746998,77.813811,IN-631,Krishnagiri,IN-TN,Tamil Nadu,0
site_5613,"Transport Nagar, Moradabad - UPPCB",Moradabad,28.802625,78.75372800000001,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5614,"Uchapatti, Madurai - TNPCB",Madurai,9.865935,78.022669,IN-623,Madurai,IN-TN,Tamil Nadu,1
site_5615,"Vasanthapuram, Vellore - TNPCB",Vellore,12.909494,79.131861,IN-605,Vellore,IN-TN,Tamil Nadu,0
site_5616,"Velippalayam, Nagapattinam - TNPCB",Nagapattinam,10.798548,79.838212,IN-618,Nagappattinam,IN-TN,Tamil Nadu,0
site_5617,"VOC Nagar_SIPCOT, Ranipet - TNPCB",Ranipet,12.952707,79.30394,IN-605,Vellore,IN-TN,Tamil Nadu,0
site_5618,"Gandhi Nagar_Ennore, Chennai - TNPCB",Chennai,13.218341,80.32027,IN-602,Thiruvallur,IN-TN,Tamil Nadu,1
site_5619,"Kilambi, Kanchipuram - TNPCB",Kanchipuram,12.864618,79.659968,IN-604,Kancheepuram,IN-TN,Tamil Nadu,0
site_5620,"Kashiram Nagar, Moradabad - UPPCB",Moradabad,28.849399,78.742362,IN-135,Moradabad,IN-UP,Uttar Pradesh,1
site_5621,"Kudikadu, Cuddalore - TNPCB",Cuddalore,11.6829898,79.7532099,IN-617,Cuddalore,IN-TN,Tamil Nadu,0
site_5622,"Sona College of Technology, Salem - TNPCB",Salem,11.679111,78.125052,IN-608,Salem,IN-TN,Tamil Nadu,0
site_5623,"PSG College of Arts and Science, Coimbatore - TNPCB",Coimbatore,11.0328,77.0349,IN-632,Coimbatore,IN-TN,Tamil Nadu,0
site_5624,"Bombay Castel, Ooty - TNPCB",Ooty,11.4068288,76.7138973,IN-611,The Nilgiris,IN-TN,Tamil Nadu,0
site_5625,"Chalai Bazaar, Ramanathapuram - TNPCB",Ramanathapuram,9.36399,78.831977,IN-626,Ramanathapuram,IN-TN,Tamil Nadu,0
site_5626,"Bharathidasan University, Palkalaiperur - TNPCB",Tiruchirappalli,10.681158,78.741745999999992,IN-614,Tiruchirappalli,IN-TN,Tamil Nadu,1
site_5627,"Kamadenu Nagar, Karur - TNPCB",Karur,10.96782,78.080882,IN-613,Karur,IN-TN,Tamil Nadu,0
site_5628,"Civil Lines, Bareilly - UPPCB",Bareily,28.359581,79.414455,IN-150,Bareilly,IN-UP,Uttar Pradesh,1
site_5630,"St Joseph College, Tiruchirappalli - TNPCB",Tiruchirappalli,10.830158,78.691849,IN-614,Tiruchirappalli,IN-TN,Tamil Nadu,1
site_5632,"Gulzarpet, Anantapur - APPCB",Anantapur,14.675885999999998,77.593027,IN-553,Anantapur,IN-AP,Andhra Pradesh,1
site_5638,"Kalabhavan, Dharwad - KSPCB",Dharwad,15.459706,75.008381,IN-562,Dharwad,IN-KA,Karnataka,1
site_5650,"Paryavaran Parisar, Bhopal - MPPCB",Bhopal,23.210494,77.425409,IN-444,Bhopal,IN-MP,Madhya Pradesh,1
site_5651,"IITG, Guwahati - PCBA",Guwahati,26.202863600000004,91.70046436,IN-321,Kamrup,IN-AS,Assam,1
site_5652,"AIIMS, Raipur - CECB",Raipur,21.258815,81.578979,IN-410,Raipur,IN-CT,Chhattisgarh,1
site_5653,"Siltara Phase-II, Raipur - CECB",Raipur,21.371751,81.664929,IN-410,Raipur,IN-CT,Chhattisgarh,1
site_5654,"Krishak Nagar, Raipur - CECB",Raipur,21.237755,81.705301,IN-410,Raipur,IN-CT,Chhattisgarh,1
site_5655,"Bhatagaon New ISBT, Raipur - CECB",Raipur,21.219665,81.630094,IN-410,Raipur,IN-CT,Chhattisgarh,1
site_5656,"Rampur, Korba - CECB",Korba,22.368195,82.746431,IN-404,Korba,IN-CT,Chhattisgarh,1
